id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,speed,sim,f_camera,camera,memory,screen,wifi,price
497,1337,0.8,186,48,644,2180,7,4,16,No,3,low,Single,13.0,20.0,31260,LCD,g,1057.08
498,1926,0.4,172,982,1157,2488,6,1,14,Yes,4,medium,Dual,1.0,2.0,33489,LCD,none,1211.67
499,869,0.1,104,478,539,3864,13,3,11,No,3,medium,Dual,3.0,4.0,34466,LCD,none,584.9
500,1278,0.1,104,581,750,1155,7,1,20,Yes,2,low,Dual,1.0,16.0,54717,LCD,b,383.86
501,1773,0.6,170,1215,1472,3566,17,6,13,Yes,4,high,Single,16.0,18.0,32492,LCD,n,1109.08
502,1661,1.0,109,594,1337,864,9,8,2,Yes,4,low,Dual,1.0,2.0,6223,LCD,a,827.57
503,1438,0.6,176,683,1663,869,19,13,9,No,4,medium,Single,,6.0,32340,Touch,n,761.75
504,1661,0.3,119,536,861,591,9,2,9,Yes,3,medium,Single,,,29418,Touch,g,790.24
505,1846,0.7,159,83,773,1333,15,6,11,Yes,2,low,Single,1.0,2.0,19238,Touch,b,460.76
506,1260,0.2,123,905,1313,2208,12,11,10,Yes,4,medium,Dual,2.0,10.0,23664,LCD,b,1178.37
507,512,0.9,83,249,1849,2610,18,14,15,Yes,2,low,Dual,7.0,15.0,16105,Touch,a,678.8
508,581,0.7,185,803,1613,2819,19,17,9,No,2,medium,Single,,6.0,59331,LCD,n,858.41
509,1872,0.7,134,459,1259,1955,9,4,15,Yes,3,high,Single,6.0,15.0,44450,LCD,g,942.31
510,687,0.6,151,584,1151,3416,14,6,8,Yes,4,medium,Single,9.0,20.0,50391,Touch,none,808.18
511,1062,0.9,160,1596,1807,3803,7,3,16,Yes,2,high,Dual,6.0,13.0,10769,LCD,b,807.14
512,1678,0.5,192,418,1763,574,5,3,19,Yes,3,high,Dual,11.0,14.0,7122,LCD,none,783.13
513,1417,0.9,166,364,1029,2129,13,9,12,Yes,4,low,Single,10.0,19.0,45727,LCD,a,816.45
514,1074,0.9,103,946,952,1948,13,1,18,No,4,high,Dual,2.0,14.0,9154,Touch,b,1013.97
515,1832,0.6,90,186,654,2978,18,7,18,No,2,low,Single,2.0,6.0,2515,LCD,none,724.05
516,1039,0.8,200,1428,1827,1619,7,1,10,No,4,medium,Single,,,12434,Touch,g,951.72
517,1059,0.1,134,1613,1916,3716,15,13,11,No,3,high,Single,8.0,18.0,61290,Touch,none,1258.66
518,1606,0.1,154,1127,1924,3454,13,8,20,No,2,medium,Single,3.0,4.0,57388,LCD,g,970.61
519,1928,1.0,187,691,1580,3777,7,2,13,Yes,4,medium,Single,9.0,20.0,19602,Touch,n,1090.23
520,1875,0.7,91,1802,1942,2712,7,2,6,Yes,4,low,Dual,11.0,17.0,55411,LCD,n,1119.63
521,1128,0.9,135,751,1582,1434,5,0,11,Yes,4,medium,Single,9.0,10.0,46436,LCD,none,792.8
522,1748,0.5,146,859,1234,3968,16,12,3,No,4,medium,Dual,6.0,7.0,14189,LCD,g,1125.3
523,1413,0.3,117,187,517,3383,16,5,2,No,2,low,Dual,5.0,11.0,51528,LCD,none,855.1
524,825,0.1,86,206,1917,3278,8,6,2,No,4,low,Dual,,,23663,LCD,b,871.05
525,1589,0.1,100,1673,1759,3970,16,8,18,Yes,4,medium,Single,3.0,16.0,26405,LCD,b,1164.41
526,535,0.5,145,710,939,2674,14,8,10,Yes,4,low,Dual,8.0,15.0,54280,LCD,none,1044.55
527,1780,0.1,190,1331,1463,2776,19,17,14,Yes,3,low,Single,6.0,11.0,27478,Touch,n,927.72
528,1671,0.1,129,263,848,2336,10,4,7,No,4,low,Dual,7.0,11.0,61356,LCD,none,1190.21
529,1821,0.3,114,97,1803,2430,7,4,6,No,4,low,Single,9.0,18.0,12434,Touch,a,935.22
530,1076,0.7,119,129,915,891,18,3,9,Yes,4,high,Single,3.0,8.0,38580,Touch,none,717.45
531,532,0.1,193,1213,1354,728,13,5,8,Yes,3,low,Dual,3.0,10.0,8602,Touch,none,633.97
532,777,0.9,148,189,1143,3886,14,10,7,Yes,3,high,Single,3.0,17.0,30555,LCD,none,925.65
533,1217,0.5,182,628,632,1711,7,3,9,Yes,3,low,Single,3.0,13.0,17562,LCD,b,837.27
534,1656,1.0,117,320,899,2856,14,3,20,Yes,3,medium,Dual,,2.0,16519,Touch,a,980.62
535,1185,0.4,152,837,1642,2447,16,2,3,No,3,medium,Single,,7.0,31228,Touch,n,926.01
536,577,0.9,161,1087,1450,814,11,7,19,No,4,high,Single,8.0,20.0,37918,Touch,g,748.52
537,737,0.6,193,781,1463,2951,7,0,10,Yes,2,high,Dual,7.0,16.0,50037,Touch,none,711.25
538,704,0.2,186,251,1013,3653,7,1,15,No,3,medium,Dual,4.0,6.0,53181,Touch,b,932.16
539,525,0.5,137,262,1587,1891,18,3,12,Yes,2,low,Dual,5.0,11.0,51290,Touch,none,463.44
540,504,0.1,166,767,1665,701,17,15,15,Yes,3,low,Dual,5.0,9.0,16427,LCD,b,606.07
541,793,0.6,176,1226,1815,3139,6,1,12,No,4,medium,Dual,1.0,7.0,38520,Touch,a,1262.46
542,569,0.1,184,389,739,2811,7,6,7,No,3,low,Dual,2.0,9.0,39916,LCD,n,703.56
543,1590,1.0,160,920,963,1701,11,4,4,No,4,medium,Dual,3.0,18.0,21603,LCD,b,780.79
544,707,0.1,194,1027,1508,1853,17,14,12,No,4,low,Single,,,16309,Touch,a,892.0
545,767,0.2,185,271,1000,2445,6,1,6,No,4,medium,Single,16.0,17.0,19214,Touch,n,923.36
546,1350,0.8,181,369,544,2287,15,1,8,Yes,4,low,Dual,,4.0,50488,Touch,none,935.43
547,1117,0.2,146,1258,1627,2003,8,7,14,Yes,2,low,Dual,,7.0,31532,Touch,g,749.39
548,641,0.9,192,417,759,3595,7,5,19,Yes,4,medium,Single,,3.0,8176,Touch,g,1178.05
549,1002,0.5,83,1345,1416,1726,16,5,19,No,4,low,Dual,,4.0,35043,LCD,b,820.37
550,1408,0.9,89,613,1088,3952,8,6,3,Yes,2,medium,Dual,10.0,14.0,45275,LCD,n,1193.56
551,1900,0.5,190,912,1596,850,5,1,4,Yes,3,medium,Dual,1.0,6.0,41334,Touch,g,783.67
552,726,0.1,101,666,760,1446,17,2,8,No,3,high,Single,,,43865,Touch,none,576.77
553,1544,0.1,113,236,857,1300,8,7,18,No,4,high,Single,12.0,20.0,45624,Touch,none,994.12
554,1454,0.2,160,186,1100,719,14,10,10,Yes,4,medium,Single,6.0,10.0,21673,Touch,g,974.13
555,1230,0.8,123,416,676,988,11,5,9,Yes,2,medium,Dual,6.0,7.0,26582,Touch,b,661.6
556,1552,0.3,180,430,658,2606,13,6,12,No,4,medium,Single,10.0,18.0,53906,LCD,none,1052.01
557,1519,0.7,200,168,1239,2912,11,10,15,No,3,medium,Single,,10.0,32496,Touch,none,764.21
558,723,0.3,102,1467,1901,2339,19,9,17,Yes,2,medium,Single,4.0,7.0,30346,Touch,a,639.53
559,1191,0.9,169,179,1813,1028,14,6,8,No,3,high,Dual,2.0,7.0,13667,Touch,b,668.07
560,1168,0.1,90,159,1578,3173,9,4,17,No,2,medium,Single,9.0,10.0,61316,LCD,a,1045.92
561,1229,0.8,191,120,1878,1667,17,6,17,No,2,low,Dual,15.0,16.0,14228,LCD,a,610.29
562,1758,0.6,190,762,1864,1897,6,2,15,Yes,4,low,Single,11.0,14.0,13959,LCD,none,923.65
563,1290,0.1,143,600,1109,1214,9,8,15,No,2,low,Single,,4.0,3211,Touch,b,570.92
564,574,0.1,90,286,1171,3269,8,7,10,No,2,high,Dual,16.0,17.0,38975,Touch,none,621.34
565,1271,0.1,113,1350,1949,445,15,14,14,Yes,2,low,Single,12.0,15.0,33149,LCD,a,567.73
566,1170,0.4,83,27,1722,1073,6,4,8,Yes,3,medium,Single,4.0,15.0,30479,Touch,none,740.14
567,1269,0.8,118,1597,1920,665,18,5,5,Yes,2,medium,Single,14.0,15.0,52229,LCD,none,582.25
568,1288,0.1,121,1177,1809,3129,17,6,2,No,2,high,Dual,15.0,20.0,50584,LCD,none,1001.11
569,1366,0.1,150,402,964,3501,13,11,3,Yes,4,low,Dual,,9.0,34318,LCD,none,949.32
570,1572,0.8,169,577,1237,3461,6,3,10,Yes,4,low,Dual,7.0,8.0,8768,Touch,b,630.76
571,1627,0.1,180,52,1082,3206,12,6,16,No,4,low,Dual,9.0,16.0,32580,Touch,none,1361.11
572,1701,0.9,115,364,828,3717,11,0,10,Yes,4,low,Single,13.0,15.0,46372,Touch,none,1117.95
573,1900,0.9,171,934,1241,3917,15,5,18,Yes,4,low,Dual,,1.0,55504,LCD,g,1382.97
574,1974,0.3,80,250,545,861,7,4,6,No,3,medium,Single,4.0,13.0,24591,LCD,b,627.7
575,1197,0.1,129,214,1710,2885,19,7,14,Yes,3,low,Dual,9.0,10.0,20404,Touch,b,581.66
576,587,0.7,170,612,1793,2777,9,2,14,Yes,3,high,Dual,4.0,16.0,7097,Touch,none,916.46
577,934,0.8,112,1111,1463,1017,12,7,9,No,2,medium,Single,7.0,12.0,24693,LCD,a,617.69
578,1195,0.1,82,163,1100,980,13,9,17,No,4,medium,Dual,1.0,9.0,23344,LCD,none,729.43
579,1853,0.4,92,202,1951,2775,14,4,17,Yes,3,medium,Single,2.0,15.0,23479,LCD,none,987.13
580,1164,0.9,95,729,1704,3309,15,3,3,No,4,medium,Single,4.0,18.0,19395,LCD,n,1061.9
581,1512,0.1,88,1079,1897,3607,12,10,6,Yes,4,low,Single,8.0,17.0,18703,Touch,g,1184.13
582,1232,0.3,169,361,809,1257,16,10,16,No,4,high,Dual,1.0,17.0,24652,LCD,none,966.43
583,1813,0.2,198,338,1306,759,9,3,14,Yes,4,low,Dual,,8.0,4775,Touch,none,779.15
584,946,0.1,166,1698,1771,3720,15,7,4,Yes,2,high,Dual,17.0,20.0,5670,Touch,none,891.87
585,739,0.1,88,1052,1536,475,7,6,6,Yes,4,high,Dual,2.0,4.0,58401,LCD,b,736.5
586,704,0.2,80,1108,1509,1122,9,3,10,Yes,4,high,Single,8.0,10.0,29318,Touch,g,919.15
587,1663,0.6,147,951,1545,1336,8,5,15,Yes,3,low,Single,,15.0,40921,LCD,none,774.27
588,1966,0.9,185,1197,1987,1185,11,2,20,Yes,2,medium,Dual,2.0,18.0,40738,Touch,none,674.93
589,1219,0.7,196,473,1022,705,11,3,6,No,2,medium,Dual,,4.0,17568,Touch,b,453.43
590,612,0.6,181,1294,1337,3169,14,9,6,Yes,2,low,Single,6.0,12.0,35610,LCD,none,763.38
591,1658,0.7,182,410,522,3483,10,1,15,Yes,4,medium,Single,,5.0,39492,LCD,a,1288.14
592,1263,0.3,175,178,1883,1183,14,3,17,No,2,low,Single,12.0,18.0,64453,LCD,a,628.37
593,1395,0.6,118,782,1787,3373,11,2,16,Yes,4,high,Single,,1.0,55507,Touch,none,1391.01
594,621,0.1,151,434,910,2801,6,1,5,Yes,3,high,Dual,,20.0,54650,Touch,b,918.83
595,652,0.6,142,464,781,565,18,12,9,No,2,low,Dual,1.0,2.0,58768,LCD,b,453.99
596,1175,0.1,145,137,1501,3153,9,4,12,No,3,low,Single,10.0,12.0,25696,LCD,none,691.21
597,561,0.1,163,492,1176,3421,16,2,5,Yes,3,medium,Single,,10.0,11341,Touch,n,789.71
598,1137,0.9,173,1250,1285,316,15,14,17,No,4,medium,Single,6.0,7.0,3736,LCD,none,745.14
599,1835,0.1,193,385,583,448,18,17,14,Yes,4,high,Single,4.0,13.0,11280,LCD,none,834.46
600,1170,0.4,169,427,684,2366,16,8,2,No,3,high,Dual,2.0,5.0,40890,Touch,b,1067.65
601,1595,0.7,85,1024,1838,3881,14,10,9,Yes,4,low,Dual,,20.0,44554,LCD,a,1279.35
602,1719,0.3,122,240,904,462,6,3,5,Yes,2,medium,Single,,7.0,12472,LCD,none,578.94
603,1770,0.8,128,886,1552,1480,6,1,17,No,3,high,Dual,,6.0,7669,LCD,none,721.76
604,1312,0.8,163,1233,1854,1087,17,16,14,No,4,low,Dual,,,28654,LCD,none,954.44
605,1878,0.3,139,183,559,2711,8,2,3,No,4,medium,Dual,5.0,13.0,56408,Touch,n,875.05
606,1871,0.1,81,88,1682,2144,13,12,12,Yes,4,medium,Single,7.0,14.0,20251,Touch,g,999.31
607,922,0.9,188,1016,1383,1165,19,6,4,No,4,medium,Dual,1.0,15.0,35768,Touch,a,650.01
608,1975,0.9,128,80,655,2998,5,4,13,Yes,4,medium,Single,6.0,11.0,16544,Touch,none,1053.05
609,1212,0.3,102,611,1715,2249,14,3,4,No,4,high,Single,1.0,8.0,46175,Touch,a,1072.03
610,1430,0.1,179,569,906,752,17,8,17,Yes,2,low,Single,3.0,5.0,57025,LCD,b,557.89
611,1958,0.2,190,304,637,1409,16,5,3,Yes,2,medium,Dual,,3.0,4300,LCD,none,937.71
612,1836,0.2,184,276,1230,3072,7,3,5,Yes,4,medium,Dual,,15.0,30609,Touch,none,1162.99
613,557,0.5,125,1131,1315,1305,12,8,3,Yes,3,medium,Single,,,24348,LCD,g,769.31
614,539,0.1,145,551,599,3597,14,5,9,Yes,2,low,Dual,9.0,14.0,21244,LCD,none,935.29
615,880,0.5,172,436,1302,3132,8,7,6,No,2,low,Dual,1.0,15.0,44556,Touch,a,499.4
616,1369,0.5,162,553,727,3856,18,4,18,Yes,2,medium,Dual,6.0,7.0,34760,Touch,g,1109.42
617,1109,0.4,98,1391,1787,1524,15,10,7,Yes,3,high,Dual,1.0,9.0,39172,Touch,g,763.31
618,843,0.1,166,981,1096,3673,12,1,20,No,3,medium,Dual,,6.0,16350,LCD,n,1201.93
619,598,0.7,196,680,1173,3293,8,4,7,No,3,high,Dual,7.0,10.0,21601,LCD,b,826.23
620,972,1.0,126,687,816,3035,12,7,19,Yes,3,high,Dual,1.0,2.0,5424,LCD,a,1052.65
621,1944,0.1,197,1060,1970,584,17,14,13,Yes,4,low,Single,5.0,18.0,36875,Touch,none,891.14
622,1225,0.6,138,217,1101,2675,12,11,15,No,4,low,Dual,,1.0,2592,Touch,none,1038.75
623,644,0.5,114,1140,1654,2382,9,0,19,Yes,4,medium,Dual,7.0,16.0,30555,LCD,b,909.59
624,1919,0.8,150,304,1191,1391,19,13,12,No,4,medium,Single,5.0,6.0,48869,LCD,b,828.25
625,501,0.3,131,504,1089,2346,13,12,2,No,4,high,Single,12.0,19.0,54437,LCD,g,814.07
626,1620,0.2,185,832,1033,606,6,0,18,Yes,4,medium,Dual,,3.0,30845,LCD,none,1003.21
627,1227,0.2,130,935,1781,1324,7,3,12,Yes,2,medium,Dual,,3.0,34467,Touch,g,731.22
628,1359,0.5,107,446,901,1076,16,8,4,Yes,4,low,Dual,1.0,3.0,58589,Touch,b,753.28
629,1914,0.6,118,942,1701,643,17,1,8,No,3,low,Single,1.0,2.0,35506,LCD,n,852.6
630,1645,0.7,123,897,1308,783,10,8,20,Yes,3,medium,Single,1.0,2.0,21863,LCD,none,784.26
631,1063,0.8,101,1208,1232,3809,17,16,5,Yes,4,medium,Single,,2.0,26796,LCD,g,848.59
632,946,0.2,154,159,630,2104,7,4,16,No,4,medium,Single,,,19000,Touch,none,725.92
633,1231,0.8,185,632,1184,1762,5,3,6,No,3,medium,Dual,5.0,10.0,54031,Touch,none,762.07
634,1397,0.5,87,1308,1991,3137,12,1,11,No,3,high,Dual,13.0,18.0,9307,Touch,a,984.78
635,701,0.5,160,1002,1256,1756,6,3,17,Yes,3,low,Single,7.0,11.0,15076,Touch,n,769.44
636,570,0.3,111,1331,1917,3663,14,10,14,Yes,2,low,Dual,2.0,5.0,9199,LCD,none,939.15
637,1993,0.3,147,150,510,2437,14,0,9,Yes,4,low,Single,10.0,11.0,27611,LCD,none,881.44
638,955,0.9,143,1248,1511,1432,12,9,9,No,3,low,Dual,4.0,8.0,43560,Touch,b,813.81
639,924,0.3,167,108,1813,1620,17,15,12,No,4,low,Dual,,6.0,47540,LCD,none,1015.45
640,600,0.8,112,320,747,1655,18,0,9,No,2,low,Single,,2.0,14203,LCD,none,398.51
641,518,0.1,178,437,1947,2832,5,0,8,No,3,low,Dual,,1.0,3353,LCD,a,919.62
642,1063,0.9,95,295,935,961,16,6,5,Yes,4,high,Single,,10.0,31586,Touch,none,934.08
643,920,0.8,149,1058,1421,2608,6,0,2,Yes,2,low,Single,2.0,3.0,46931,LCD,g,746.22
644,1715,0.1,171,79,1652,514,7,4,13,No,4,medium,Single,4.0,6.0,3405,LCD,none,760.3
645,1841,0.6,167,593,672,2304,7,1,18,Yes,2,medium,Dual,6.0,8.0,14830,LCD,g,823.2
646,543,0.7,132,693,1031,933,14,0,5,Yes,4,low,Dual,4.0,7.0,59816,Touch,none,648.25
647,1762,0.9,189,300,527,1896,14,10,20,Yes,4,high,Dual,13.0,14.0,25290,Touch,n,1015.85
648,1112,0.6,121,234,739,3655,7,3,20,Yes,3,low,Dual,1.0,16.0,53134,Touch,none,999.62
649,709,0.1,136,1545,1596,1973,12,9,16,Yes,2,medium,Dual,,,35360,Touch,g,987.25
650,1315,0.8,128,59,575,3278,6,3,13,Yes,2,high,Single,7.0,16.0,64801,LCD,none,878.83
651,1762,0.3,107,1103,1364,2183,8,3,11,Yes,4,high,Single,10.0,11.0,15880,Touch,none,1114.17
652,1462,0.2,182,91,1478,824,15,5,13,Yes,3,medium,Dual,1.0,18.0,25644,LCD,n,762.0
653,571,0.2,186,177,1282,2598,13,5,8,No,3,medium,Dual,8.0,20.0,35566,Touch,none,777.61
654,666,0.4,81,58,1353,1254,15,9,9,Yes,4,low,Dual,7.0,13.0,54841,Touch,g,837.58
655,1994,0.5,146,447,1435,3622,7,0,20,No,4,medium,Dual,2.0,7.0,7391,LCD,a,1521.37
656,1583,0.7,148,942,1651,1704,17,13,2,Yes,3,medium,Dual,11.0,16.0,14567,LCD,g,957.26
657,1778,1.0,132,88,516,1624,15,13,9,No,4,medium,Dual,3.0,17.0,45304,Touch,none,757.06
658,1926,0.2,179,371,1000,3809,17,12,17,Yes,4,medium,Single,13.0,17.0,50596,Touch,none,1432.39
659,966,0.2,117,1446,1754,2574,10,1,5,Yes,4,low,Single,9.0,10.0,50905,LCD,g,1204.22
660,568,0.3,179,181,1703,950,17,9,9,No,3,medium,Single,1.0,4.0,36589,LCD,none,523.52
661,1897,0.5,192,1311,1935,273,17,6,3,No,4,high,Single,1.0,2.0,21185,Touch,g,758.63
662,1695,0.7,200,1791,1898,446,16,13,15,No,4,low,Dual,6.0,9.0,46726,Touch,a,1102.02
663,1623,0.9,120,1568,1832,1510,12,10,17,Yes,4,medium,Single,6.0,12.0,61386,Touch,none,1048.14
664,914,0.7,147,706,721,1122,12,9,2,Yes,4,low,Single,,,26291,Touch,n,701.99
665,1721,0.5,128,871,1048,707,19,2,5,Yes,4,low,Dual,4.0,5.0,33644,Touch,n,716.65
666,890,0.5,198,1074,1873,751,7,3,3,Yes,2,medium,Dual,4.0,13.0,44553,LCD,none,671.27
667,600,0.8,191,501,1465,3393,12,7,8,No,3,low,Single,1.0,7.0,48051,LCD,none,838.77
668,1677,0.7,124,271,1477,3771,15,6,12,No,3,medium,Dual,4.0,8.0,11436,LCD,none,1272.22
669,723,0.2,168,920,1748,1851,15,3,16,No,4,low,Single,,3.0,3314,LCD,none,1091.42
670,638,0.5,102,1171,1383,2735,7,2,9,No,3,medium,Dual,11.0,17.0,27955,Touch,none,756.98
671,852,0.7,104,293,1159,2253,17,4,7,No,4,medium,Dual,4.0,13.0,62307,Touch,none,1014.45
672,1979,0.2,165,833,1630,452,13,6,14,Yes,2,medium,Dual,,1.0,32630,Touch,none,706.6
673,710,0.8,151,485,857,1419,12,11,18,Yes,2,low,Single,6.0,9.0,32559,Touch,none,471.47
674,1034,0.3,190,182,1293,969,15,1,7,No,4,high,Dual,2.0,4.0,45353,LCD,none,738.43
675,600,0.1,145,207,1162,3441,19,1,5,No,4,high,Dual,8.0,11.0,22272,LCD,none,1125.74
676,1027,0.9,103,1698,1747,3786,17,12,12,No,4,low,Single,2.0,7.0,64965,LCD,none,1301.1
677,1260,1.0,106,165,736,2710,13,1,8,No,4,low,Single,5.0,6.0,13269,Touch,none,897.58
678,1793,0.5,169,1086,1418,3533,16,14,15,No,3,medium,Dual,10.0,17.0,12228,Touch,a,1704.46
679,675,0.9,144,192,757,1735,7,0,13,No,3,high,Single,10.0,15.0,60643,LCD,b,627.32
680,658,0.9,103,1156,1750,3587,14,11,20,Yes,4,high,Single,,3.0,12860,LCD,none,1225.86
681,1694,0.3,102,377,549,2298,17,5,2,Yes,4,low,Single,,7.0,34197,Touch,none,948.67
682,804,0.9,89,709,818,2027,11,5,11,Yes,4,low,Dual,12.0,13.0,41200,LCD,none,928.93
683,1713,0.9,127,729,974,2406,13,10,20,No,3,high,Dual,1.0,3.0,27522,LCD,n,1046.38
684,706,0.1,108,543,938,2419,8,7,4,No,4,low,Single,13.0,19.0,31694,LCD,g,754.34
685,1362,0.8,131,553,1505,995,7,6,18,No,2,low,Single,3.0,9.0,25312,Touch,b,540.35
686,1527,0.1,154,526,1116,2078,5,3,11,No,4,high,Single,10.0,14.0,60204,Touch,a,880.39
687,768,0.9,159,637,991,1145,19,1,7,No,2,low,Dual,,1.0,19465,LCD,a,535.75
688,1314,0.1,155,113,577,626,10,4,4,No,4,high,Dual,8.0,12.0,41873,Touch,b,576.21
689,705,0.9,155,1114,1374,1509,15,11,18,Yes,4,low,Single,5.0,9.0,57753,Touch,g,787.9
690,1403,0.1,164,461,1251,3371,13,9,9,No,4,high,Single,2.0,3.0,26657,LCD,g,1125.84
691,1486,0.1,85,1430,1747,297,13,1,15,No,2,high,Single,7.0,15.0,52487,Touch,none,520.86
692,781,0.4,198,304,1674,3508,13,8,5,No,2,medium,Single,2.0,7.0,38694,LCD,g,881.24
693,986,0.8,183,471,800,2385,16,9,19,Yes,4,medium,Single,1.0,3.0,23412,LCD,none,892.63
694,1310,0.4,105,806,1016,1301,13,12,19,No,2,medium,Single,,14.0,33630,LCD,b,668.35
695,560,0.3,81,80,1327,2167,11,10,7,Yes,4,medium,Dual,6.0,12.0,57417,LCD,a,935.48
696,1348,0.4,116,204,501,3914,10,3,8,No,3,medium,Single,,6.0,43346,LCD,g,1353.8
697,1567,0.5,119,545,1621,2312,9,1,18,No,3,low,Dual,3.0,6.0,22115,LCD,none,842.39
698,1940,0.7,93,112,858,2297,14,6,8,Yes,2,low,Dual,4.0,7.0,17384,Touch,none,753.26
699,1979,1.0,176,1331,1532,411,8,2,2,Yes,4,high,Dual,,9.0,19855,Touch,b,900.66
700,561,0.1,193,1055,1294,665,10,0,4,Yes,4,medium,Dual,7.0,13.0,2110,Touch,none,616.01
701,1717,0.7,130,609,810,3226,6,4,5,Yes,2,medium,Single,1.0,3.0,62581,Touch,none,785.74
702,535,0.7,113,290,811,740,11,10,18,No,4,medium,Single,1.0,4.0,48559,Touch,none,571.41
703,1413,0.1,185,1039,1318,3878,19,16,4,No,4,low,Dual,4.0,12.0,39684,LCD,none,1045.58
704,1358,0.6,135,1485,1655,3406,5,1,11,No,2,high,Dual,,,20949,LCD,g,1299.65
705,1519,0.7,112,1122,1702,2440,9,5,10,No,3,high,Single,2.0,8.0,30643,Touch,b,821.33
706,1254,0.7,108,462,1013,3959,10,4,17,No,3,medium,Dual,2.0,6.0,50239,Touch,none,1210.64
707,1591,0.4,154,1384,1883,3703,17,6,20,Yes,4,medium,Single,3.0,7.0,49654,Touch,none,1334.9
708,977,0.6,165,1502,1862,3714,19,3,10,Yes,2,high,Dual,2.0,15.0,35519,Touch,b,857.14
709,1640,0.8,169,589,1301,337,16,3,5,Yes,4,low,Single,10.0,14.0,22032,Touch,none,832.58
710,663,0.6,183,82,1605,3176,6,2,2,No,3,low,Dual,,1.0,25143,LCD,g,1089.97
711,1744,0.5,112,68,718,1205,18,7,14,Yes,4,medium,Single,1.0,3.0,20370,LCD,none,952.54
712,1624,0.4,150,689,699,2473,16,11,2,No,3,medium,Dual,8.0,10.0,28063,LCD,none,1226.0
713,1108,0.3,169,208,1742,1229,5,3,4,Yes,4,medium,Dual,14.0,20.0,2503,Touch,none,784.62
714,1188,0.6,114,1339,1558,2896,12,11,16,Yes,4,medium,Dual,,,9434,LCD,a,923.47
715,817,0.5,144,722,766,2039,11,6,19,No,2,medium,Single,,11.0,11943,Touch,none,767.8
716,863,0.7,133,717,1799,520,10,2,18,No,4,medium,Dual,5.0,13.0,6494,LCD,a,618.93
717,1397,0.2,121,433,1658,1378,18,15,4,No,4,high,Dual,5.0,15.0,3297,Touch,g,854.8
718,1108,0.7,140,1298,1666,3254,12,0,16,No,3,medium,Single,3.0,12.0,49912,LCD,none,1086.71
719,1068,0.9,184,186,1998,1803,5,4,7,No,4,medium,Dual,1.0,13.0,37483,LCD,none,933.94
720,1702,0.5,145,1397,1491,2501,16,12,4,Yes,4,high,Single,12.0,15.0,52801,LCD,none,835.9
721,808,0.1,192,618,1891,3762,15,9,12,No,3,low,Dual,,1.0,8534,LCD,g,1145.9
722,1156,0.1,89,1214,1262,1796,16,6,13,No,2,low,Single,6.0,9.0,61727,Touch,b,598.02
723,1271,0.1,159,613,650,990,14,11,6,No,2,low,Dual,2.0,3.0,54526,Touch,b,630.25
724,696,0.3,197,649,907,2630,18,8,9,No,2,low,Single,6.0,8.0,51504,LCD,b,686.87
725,1981,0.3,175,193,1234,1380,10,1,13,Yes,2,medium,Dual,13.0,18.0,45939,Touch,none,688.36
726,614,0.2,128,22,519,3487,15,6,11,No,4,medium,Dual,,2.0,58524,Touch,b,993.91
727,1590,0.3,122,1464,1595,1201,12,3,18,No,3,low,Dual,,17.0,7261,Touch,a,954.54
728,1945,0.7,113,280,895,3015,6,1,15,No,2,medium,Single,4.0,10.0,20987,LCD,none,659.43
729,1135,0.4,158,690,1589,3204,18,13,6,Yes,3,high,Dual,9.0,11.0,43098,LCD,none,1012.2
730,1049,0.3,172,39,1564,433,10,7,6,No,4,low,Dual,8.0,10.0,2682,LCD,none,569.28
731,1807,0.8,125,337,1384,1906,17,13,13,Yes,2,medium,Single,2.0,10.0,49413,Touch,b,864.95
732,984,0.8,98,1036,1611,898,16,8,13,Yes,4,low,Single,13.0,17.0,41847,Touch,none,845.64
733,720,0.6,96,1347,1733,2799,5,3,15,Yes,4,medium,Dual,,8.0,61649,LCD,n,1137.73
734,1536,0.3,105,22,1634,2020,6,0,16,No,3,low,Single,12.0,20.0,13659,Touch,none,954.95
735,771,1.0,86,327,922,770,12,1,20,Yes,2,low,Single,3.0,6.0,25595,Touch,none,467.84
736,503,0.6,185,778,1291,305,11,8,16,No,2,high,Single,3.0,11.0,57886,LCD,a,326.58
737,675,0.6,187,482,874,2953,9,5,13,No,3,high,Single,1.0,2.0,42162,Touch,none,639.73
738,1936,0.2,182,591,1089,1671,6,1,9,Yes,4,medium,Dual,13.0,14.0,34525,LCD,b,1183.99
739,1303,0.1,138,229,1604,2574,12,4,14,No,4,medium,Dual,,10.0,15546,Touch,b,894.0
740,1004,0.2,141,901,1162,3772,17,8,18,Yes,2,high,Dual,,9.0,35638,Touch,b,948.89
741,1972,0.7,102,715,1648,2870,16,0,17,No,2,medium,Dual,,1.0,37649,LCD,none,776.57
742,1822,0.2,195,172,910,2577,9,5,8,No,3,medium,Single,,,8777,Touch,none,1088.05
743,1159,0.5,83,681,723,2246,8,1,3,Yes,4,high,Single,5.0,7.0,18635,Touch,none,957.8
744,1782,0.8,157,867,999,2405,15,0,16,Yes,4,high,Dual,6.0,13.0,58348,LCD,n,972.45
745,894,0.7,168,286,1300,3377,5,1,6,No,3,medium,Dual,16.0,20.0,16470,Touch,b,809.84
